ticket_id,customer_id,created_date,ticket_type,priority,ticket_status,closed_date,resolution_hours,satisfaction_score,assigned_agent
T0015522,C08842,2/25/2026,Plan Change,Low,Closed,2/27/2026,49,3,E. Wilson
T0015523,C05576,9/24/2025,Cancellation,Medium,closed,9/25/2025, 25 ,4,A. Chen
T0015524,C04338,10/2/2025,Technical,Low,Closed,10/4/2025,50,4,E. Wilson
T0015525,C01094,"Aug 30, 2025",Technical,High,Closed,9/1/2025,53,3,a. chen
T0015526,C17970,2/5/2025,Technical,Medium,Closed,2/11/2025,166,1,F. Brown
T0015527,C09708,5/12/2025,Billing,  Medium  ,Resolved,5/13/2025,46,4,D. Garcia
T0015528,C09914,3/26/2025,Technical,Medium,Closed,3/29/2025,90,1,H. Martinez
T0015529,C06313,10/17/2025,Billing,High,Resolved,"Oct 17, 2025",10,5,D. Garcia
T0015530,C04211,"Feb 03, 2025",Technical,Medium,Open,,,,H. Martinez
T0015531,C12044,1/19/2026,Account Access,Medium,Closed,"Jan 20, 2026",35,5,C. Nguyen
T0015532,C06318,"May 16, 2025",Cancellation,Medium,Resolved,"May 16, 2025",13 hrs,5,B. Patel
T0015533,C03433,"Jun 02, 2026",Plan Change,High,Closed,6/2/2026,4,3,G. Lee
T0015534,C00213,"Jun 04, 2026",Account Access,Low,Resolved,"Jun 05, 2026",36,1,G. Lee
T0015535,C15051,"Jun 07, 2025",Account Access,Low,Resolved,6/8/2025,45,5,F. Brown
T0015536,C08863,9/2/2025,Cancellation,Low,Resolved,"Sep 02, 2025",12,1,D. GARCIA
T0015537,C01092,2/26/2026,Technical,Medium,Resolved,2/28/2026,54,5,D. Garcia
T0015538,C05256,5/12/2026,Technical,Medium,Resolved,5/12/2026,15,4,E. Wilson
T0015539,C10196,"Aug 05, 2025",Billing,Medium,Open,,, 3 ,C. Nguyen
T0015540,C04918,12/9/2025,Technical,Medium,Resolved,12/12/2025,84,3,B. Patel
T0015541,C13521,4/22/2026,Technical,Medium,Resolved,"Apr 23, 2026",36,1,C. Nguyen
T0015542,C01192,"Dec 01, 2025",Billing,medium,Resolved,12/2/2025,39, 3 ,C. Nguyen
T0015543,C00283,3/26/2026,Billing,Low,Closed,3/27/2026,27,,D. Garcia
T0015544,C00190,"Sep 09, 2025",Billing,Urgent,Resolved,9/9/2025,20,,C. Nguyen
T0015545,C12944,"Oct 20, 2025",Cancellation,High,Closed,10/20/2025,13,4,F. Brown
T0015546,C14896,1/13/2025,Billing,Low,Closed,1/15/2025,64,1,E. Wilson
T0015547,C00191,"Mar 22, 2026",Account Access,  High  ,Closed,3/23/2026,40,4,B. Patel
T0015548,C04452,9/1/2025,Cancellation,High,Closed,9/2/2025,33,4,F. Brown
T0015549,C10543,"Jan 25, 2025",Service Quality,High ,Closed,"Jan 26, 2025",28,5,H. Martinez
T0015550,C04704,3/17/2025,Service Quality,Medium,Resolved,"Mar 17, 2025",1,4,B. Patel
T0015551,C16427,"Jun 26, 2026",Service Quality,High,Closed,6/27/2026,38,5,G. Lee
T0015552,C13954,5/5/2025,Billing,Low,Closed,5/8/2025,88,,A. Chen
T0015553,C16952,2/18/2025,  Technical  ,Medium,Resolved,2/19/2025,26,,F. Brown
T0015554,C14405,"Jan 11, 2025",plan change,Low,Resolved,"Jan 11, 2025",16,3,F. Brown
T0015555,C04097,2/13/2025,Account Access,Medium,Resolved,2/16/2025,79,3,E. Wilson
T0015556,C12775,12/15/2025,Service Quality,High,Resolved,"Dec 15, 2025",11,5,F. Brown
T0015557,C09138,2/1/2025,Billing,Medium,Resolved,2/1/2025,15,5,C. Nguyen
T0015558,C15733,10/1/2025,Technical,Urgent,CLOSED,10/1/2025,8,5,H. Martinez
T0015559,C16282,3/2/2026,Technical,High,Resolved,3/4/2026,59,5,G. Lee
T0015560,C03971,8/16/2025,Service Quality,  High  ,Resolved,8/16/2025,20,4,C. Nguyen
T0015561,C17414,"Oct 04, 2025",Technical,Medium,Closed,10/5/2025,41,2,H. Martinez
T0015562,C14712,12/23/2025,Technical,Medium,Resolved,12/26/2025,88,3,H. Martinez
T0015563,C17118,2/9/2025,Service Quality,Low,Closed,"Feb 10, 2025",31,,E. Wilson
T0015564,C06614,4/18/2025,Account Access,Low,Closed,4/18/2025,13,4,C. Nguyen
T0015565,C11973,2/27/2026,Billing,high,Open,,,1,B. Patel
T0015566,C04313,8/24/2025,Plan Change,Medium,Resolved,"Aug 24, 2025",11,5,H. Martinez
T0015567,C03112,"Jan 28, 2026",Billing,Medium,Open,,,1,G. Lee
T0015568,C01248,4/9/2026,Billing,Low,Open,,,,E. Wilson
T0015569,C06665,"Jun 05, 2025",Account Access,Medium,Closed,6/6/2025,41,2,G. Lee
T0015570,C14952,1/17/2025,Technical,Medium,Resolved,1/18/2025,33,4,E. Wilson
T0015571,C09718,3/22/2026,Cancellation,Low,Resolved,3/23/2026,43,3,C. Nguyen
T0015572,C05457,10/19/2025,Billing,Urgent,Open,,,2,D. Garcia
T0015573,C07861,8/1/2025,Account Access, Medium,Open,,,1,A. Chen
T0015574,C10484,12/15/2025,Technical,Low,Closed,"Dec 16, 2025", 32 ,3,D. Garcia
T0015575,C13731,5/19/2026,Plan Change,Low,Open,,,1,G. Lee
T0015576,C03449,11/27/2025,Service Quality,Medium,Closed,11/28/2025,34,4,A. Chen
T0015577,C05653,12/15/2025,Technical,High,Resolved,12/19/2025,99 hrs,5,C. Nguyen
T0015578,C14693,6/11/2026,Billing,Medium,Closed,6/17/2026,144,3,A. Chen
T0015579, C07049,2/13/2026,Technical,Low,Open,,,,F. Brown
T0015580,C02436,"Jun 12, 2026",Technical,Medium,Resolved,"Jun 14, 2026",52,,A. Chen
T0015581,C08712,6/24/2026,Technical,Medium,Resolved,6/26/2026,54,3,H. Martinez
T0015582,C01489,4/18/2026,Plan Change,Urgent,Closed,"Apr 18, 2026",14,,G. Lee
T0015583,C02202,"Aug 07, 2025",Technical,Low,Open,,,,E. Wilson
T0015584,C13964,3/11/2025,Technical,Low,Resolved,3/11/2025,14,5,H. Martinez
T0015585,C14621,1/8/2026,Plan Change,Medium,Resolved,1/10/2026,61,3,B. Patel
T0015586,C16331,9/16/2025,Billing,Low,Resolved,9/18/2025,71,,C. Nguyen
T0015587,C03804,6/4/2025,Billing,Low,  Open  ,,,,D. Garcia
T0015588,C01177,2/20/2026,Plan Change,High,Closed,2/20/2026,12,3,B. Patel
T0015589,C13947,"Aug 22, 2025",Service Quality,Low,Resolved,8/24/2025,70,5,A. Chen
T0015590,C08380,2/24/2025,Service Quality,Medium,Open,,,,C. Nguyen
T0015591,C08203,11/12/2025,Cancellation,Medium,Closed,11/12/2025,17,3,B. Patel
T0015592,C08485,6/24/2026,Cancellation,Low,Resolved,"Jun 26, 2026",48,4,E. Wilson
T0015593,C12009,5/31/2026,  Technical  ,Medium,Resolved,6/1/2026,31,1,H. Martinez
T0015594,C03309,2/25/2025,Account Access,High,Closed,"Feb 25, 2025",10,5,C. Nguyen
T0015595,C15354,7/4/2025,Plan Change,High,  Resolved  ,7/5/2025,25,4,A. Chen
T0015596,C03300,"Feb 09, 2025",Account Access,High,Closed ,2/10/2025,33,5,F. Brown
T0015597,C16970,4/5/2026,Cancellation,Medium,Closed,4/5/2026,20,5,A. Chen
T0015598,C00728,4/20/2026,  Billing  ,Low,Resolved,4/25/2026,129,5,H. Martinez
T0015599,C07890,3/8/2026,Cancellation,High,Closed,3/9/2026,33,3,H. Martinez
T0015600,C04486,3/31/2026,Plan Change,High,Closed,4/2/2026,64,2,D. Garcia
T0015601,C16647,11/27/2025,Cancellation,Medium,Closed,"Nov 27, 2025",4,2,F. Brown
T0015602,C06230,2/13/2025,Billing,Medium,Resolved,"Feb 14, 2025",36 hrs,3,D. Garcia
T0015603,C13179,"Mar 24, 2026",Cancellation,Medium,Resolved,3/25/2026,26,2,E. Wilson
T0015604,C04136,1/20/2025,Account Access,Medium,Closed,"Jan 20, 2025",3,2,F. Brown
T0015605,C09635,3/7/2026,Billing,Low,Closed,"Mar 09, 2026",48,5,H. Martinez
T0015606,C16341,8/21/2025,Cancellation,Medium,Open,,,2,B. Patel
T0015607,C13706,3/15/2025,Billing,Low,Closed,"Mar 17, 2025",56,3,C. Nguyen
T0015608,C15382,5/27/2025,Billing,Low,Resolved,5/30/2025,85,3,A. Chen
T0015609,C11269,4/30/2026, Cancellation,Medium,Resolved,5/3/2026,74,,D. Garcia
T0015610,C16455,"May 20, 2025",Cancellation,Low,Closed,5/23/2025,81,3,B. Patel
T0015611,C10227,5/29/2025,Technical,High,Open,,,1,F. Brown
T0015612,C14461,"Dec 05, 2025",Technical,High, Resolved,12/10/2025,125, 5 ,C. Nguyen
T0015613,C09314,4/13/2025,Technical,Medium,Closed,"Apr 14, 2025",27,5,C. NGUYEN
T0015614,C10803 ,5/10/2026,Account Access,Low,Resolved,5/12/2026,54,3,C. Nguyen
T0015615,C16911,11/23/2025,Plan Change,High,Resolved,11/23/2025,2,2,D. Garcia
T0015616,C03923,3/8/2026,Plan Change,Medium,Resolved,3/10/2026,56,3,B. Patel
T0015617,C09958,11/12/2025,  Billing  ,High,Resolved,11/13/2025,41,4,E. Wilson
T0015618,C11438,"Sep 17, 2025",Technical,Low,Resolved,9/22/2025,130,3,G. Lee
T0015619,C02738,"Mar 12, 2025",Account Access,Low,Resolved,"Mar 13, 2025",28,2,G. Lee
T0015620,C13624,12/3/2025,Cancellation,Urgent,Resolved,12/3/2025,9,,D. Garcia
T0015621,C08515,"Feb 22, 2025",Billing,Medium,Closed,2/22/2025,16,5,D. Garcia
T0015622,C13005,1/26/2026,Service Quality,High,Closed,1/26/2026,9,,B. Patel
T0015623,C07823,3/10/2025,  Technical  ,Low,Open,,,,A. Chen
T0015624,C12959,5/20/2025,Plan Change,Low,Closed,5/20/2025,15,4,F. Brown
T0015625,C10582,4/13/2026,Billing,Urgent,Resolved,4/14/2026,38,4,C. Nguyen
T0015626,C16947,"May 14, 2025", Plan Change,High,Resolved,5/14/2025,7,,B. Patel
T0015627,C12689,11/21/2025,Technical,  Medium  ,Closed,11/24/2025,87,2,A. Chen
T0015628,C00711,9/23/2025,Cancellation,Medium,Closed,9/24/2025,26,2,B. Patel
T0015629,C15127,6/22/2026,Billing,Medium, Resolved,6/22/2026,11,5,G. Lee
T0015630,C15176,5/23/2026,Technical,MEDIUM,Resolved,5/23/2026,20,5,E. Wilson
T0015631,C05279,7/21/2025,Billing, Low,Closed,"Jul 21, 2025",5,5,A. Chen
T0015632,C03569,5/26/2025,Account Access,Urgent,Resolved,5/26/2025,21,4,G. Lee
T0015633,C99022,2/28/2026,Service Quality,Low,Closed,3/1/2026,24,5,B. Patel
T0015634,C14965,6/9/2026,Account Access,Low,Open,,,1,D. Garcia
T0015635,C09452,9/15/2025,Cancellation,Medium,Closed,9/16/2025,30,4,D. Garcia
T0015636,C16756,5/20/2025,Service Quality,High,Open,,,3,B. Patel
T0015637,C14032,7/26/2025,Technical,Low,Closed,7/30/2025,98,1,C. Nguyen
T0015638,C15676,"Jun 18, 2025", Account Access,High,Open,,,,B. Patel
T0015639,C07754,10/25/2025,Cancellation,Urgent,CLOSED,10/25/2025,20,2,G. Lee
T0015640,C16429,11/23/2025,Technical,Medium,Resolved,11/24/2025,27,5,C. Nguyen
T0015641,C03870,5/4/2026,Plan Change,Low,Resolved,"May 04, 2026",21, 5 ,F. Brown
T0015642,C06283,3/15/2026,Service Quality,Low,Open,,,2,D. Garcia
T0015643,C05844,9/11/2025,Billing,High,Resolved,9/11/2025,14, 5 ,D. Garcia
T0015644,C14132,11/10/2025,Plan Change,Low,Closed,11/12/2025,56,1,B. Patel
T0015645,C15757,9/9/2025,Cancellation,Low,Closed,9/10/2025,24,3,F. Brown
T0015646,C06973,11/7/2025,Service Quality,high,Resolved,11/9/2025,55 hrs,5,B. Patel
T0015647,C04560,1/5/2025,Service Quality,Medium,Closed,1/5/2025,14,3,D. Garcia
T0015648,C10878,8/5/2025,Cancellation,Medium ,Closed,"Aug 06, 2025",41 hrs,3,A. Chen
T0015649,C03761,6/25/2025,Account Access,Medium,Closed,6/26/2025,44,2,E. Wilson
T0015650,C00498,8/2/2025,Technical,High,Resolved,8/3/2025,42,1,E. Wilson
T0015651,C07138,11/16/2025,Plan Change,Medium,Closed,"Nov 16, 2025",8,5,F. Brown
T0015652,C11253,3/22/2026,Service Quality,High,Closed,"Mar 23, 2026", 36 ,4,A. Chen
T0015653,C15867,5/6/2026,Plan Change,Low,Closed,"May 07, 2026",35,,G. Lee
T0015654,C00207,12/18/2025,Technical,High,Resolved,12/19/2025,25,3,E. Wilson
T0015655,C08724,8/4/2025,Technical,Medium,Closed,8/4/2025,14,5,F. Brown
T0015656,C01683,5/22/2026,Cancellation,Medium,Closed,5/22/2026,9,3,H. Martinez
T0015657,C16358,8/11/2025,Account Access,Medium,Resolved,"Aug 13, 2025",50,4,F. Brown
T0015658,C00989,4/12/2025,Billing,Medium,Resolved,"Apr 13, 2025",42,4,A. Chen
T0015659,C10825,6/18/2026,Billing,Medium,Closed,"Jun 19, 2026",24,5,G. Lee
T0015660,C15722,6/5/2026,Service Quality,Low,Closed,6/8/2026,79,2,D. Garcia
T0015661,C07455,"Sep 16, 2025",Billing ,High,Open,,,,E. Wilson
T0015662,C00254,9/26/2025,Billing,Low,Resolved,9/26/2025,9,,B. Patel
T0015663,C01679,3/21/2026,Service Quality,Medium,Closed,3/23/2026,53,3,A. Chen
T0015664,C16152,"Mar 28, 2025",Technical,Medium,Open,,,,H. Martinez
T0015665,C13660,"Apr 26, 2025",Account Access,Medium,Resolved,4/27/2025,39,2,B. Patel
T0015666,C07484,6/17/2025,Technical,Medium,Closed,6/18/2025,38 hrs,2,D. Garcia
T0015667,C08520,"Sep 24, 2025",Technical,  Medium  ,Resolved,9/25/2025,40,3,E. Wilson
T0015668,C02861,1/6/2026,Account Access,Medium,Resolved,"Jan 07, 2026",35,,H. Martinez
T0015669,C16567,"Feb 24, 2025",Technical,Medium,Closed,"Mar 02, 2025",156,,H. Martinez
T0015670,C15221,1/10/2025,Service Quality,  Urgent  ,Resolved,1/10/2025,4,1,G. Lee
T0015671,C14456,"Mar 31, 2025",Plan Change ,Medium,Resolved,4/1/2025,26,2,G. Lee
T0015672,C05497,5/3/2026,Plan Change,Urgent,Resolved,"May 03, 2026",8,,G. Lee
T0015673,C03582,6/9/2025,Plan Change,Low, Open,,,,E. Wilson
T0015674,C12357,11/22/2025,Cancellation,Medium,Closed,11/22/2025,16,4,A. Chen
T0015675,C12419,"Mar 09, 2026",Billing,Low,Open,,,4,H. Martinez
T0015676,C09324,9/15/2025,Cancellation,Medium,Resolved,9/17/2025,69,4,C. Nguyen
T0015677,C15075,2/11/2026,Service Quality,Medium,Resolved,2/13/2026,62,5,H. Martinez
T0015678,C09308,3/27/2025,Technical,High,Resolved,"Mar 27, 2025",10,,C. Nguyen
T0015679,C15134,3/3/2026,Cancellation,Medium,Open,,,1,D. Garcia
T0015680,C10900,7/5/2025,Billing,Low,Resolved,7/7/2025,66,5,A. Chen
T0015681,C08160,"Mar 04, 2025",Technical,Medium,  Closed  ,3/5/2025,30, 5 ,H. Martinez
T0015682,C00191,11/28/2025,Service Quality,Medium,Resolved,"Nov 29, 2025",42,3,A. Chen
T0015683,C01749,6/4/2026,Cancellation,Medium,Closed,6/4/2026,17,5, D. Garcia 
T0015684,C07796,3/14/2026,Billing,Medium,Resolved,3/17/2026,82,2,H. Martinez
T0015685,C06653,"Nov 13, 2025",Service Quality,Medium,Resolved,11/15/2025,65,4,C. NGUYEN
T0015686,C02037,"Jan 19, 2026",Technical,High,Resolved,1/20/2026,46,1,D. Garcia
T0015687,C07099,4/9/2026,Account Access,Low,Closed,4/9/2026,18,5,B. Patel
T0015688,C07086,3/30/2025,Account Access,High,Resolved,3/31/2025,35,4,A. Chen
T0015689,C01229,6/8/2025,Service Quality,Medium,Resolved,6/9/2025,29,5,A. Chen
T0015690,C11500,2/9/2025,technical,Low,  Closed  ,2/10/2025,35,4,C. Nguyen
T0015691,C13002,4/18/2025,Account Access,Low,Closed,4/20/2025,56 hrs,2,E. Wilson
T0015692,C02724,2/4/2025,Plan Change,Low,Closed,"Feb 04, 2025",19,5,F. Brown
T0015693,C11163,11/3/2025,Billing,Low,Resolved,"Nov 04, 2025",36,4,G. Lee
T0015694,C16504,6/29/2025,service quality,Medium,Open,,,1,E. Wilson
T0015695,C01288,4/16/2025,Cancellation,Medium,Resolved,4/17/2025,31,3,A. Chen
T0015696,C12678,9/20/2025,Technical,Medium, Resolved,9/26/2025,158,1,F. Brown
T0015697,C00302,1/12/2026,Technical,High,Closed,1/15/2026,95 hrs,2,B. Patel
T0015698,C03903,3/21/2026,Account Access,Medium,Resolved,"Mar 22, 2026",34,4,F. Brown
T0015699,C13192,"Oct 31, 2025", Billing,Low,Resolved,10/31/2025,20,,G. Lee
T0015700,C07570,3/2/2025,Account Access,Low,Closed,"Mar 04, 2025",66,1,E. Wilson
T0015701,C14253,"Dec 01, 2025",Billing,High,Resolved,12/3/2025,50,4,C. Nguyen
T0015702,C16117,3/27/2026,Billing,Medium,Resolved,3/28/2026,45,4,F. Brown
T0015703,C12942,2/15/2025,Service Quality,Medium ,Closed,2/17/2025,53,1,F. Brown
T0015704,C17853,"Feb 15, 2025",Billing,Urgent,CLOSED,2/15/2025, 4 ,5,G. Lee
T0015705,C16778,"Jun 23, 2026",Technical,Medium,Closed,6/26/2026,91,2,D. Garcia
T0015706,C10778,"Jan 18, 2025",Technical ,Low,Resolved,"Jan 21, 2025",86,3,F. Brown
T0015707,C13188,5/29/2025,Account Access,Low,Closed,6/1/2025,72, 5 ,D. Garcia
T0015708,C02831,8/30/2025,Account Access,  Medium  ,Closed,8/31/2025,35,3,C. Nguyen
T0015709,C00968,12/8/2025,Cancellation, Low,Resolved,12/11/2025,76,,E. Wilson
T0015710,C09454,3/11/2025,Technical,High,Closed,3/12/2025,27,,E. Wilson
T0015711,C13451,5/12/2026,Account Access,Medium,Open,,,,G. Lee
T0015712,C00996,"May 07, 2026",Billing,  Medium  ,Closed,5/10/2026,94,1,A. Chen
T0015713,C15335,"Apr 12, 2025",Cancellation,High,Closed,4/12/2025,12,4, G. Lee 
T0015714,C00856,9/30/2025,Technical,High,Closed,10/1/2025,24,5,H. Martinez
T0015715,C09207,"Feb 26, 2025",billing,Low,Closed,2/26/2025,20,1,G. Lee
T0015716,C05906,"Oct 18, 2025",Technical,Medium,Closed,"Oct 20, 2025",52 hrs,3,E. Wilson
T0015717,C01166,"Jul 10, 2025",Account Access,Medium,Closed,7/11/2025,43,2,G. Lee
T0015718,C13946,6/15/2026,Billing,Low,Open,,80,, E. Wilson 
T0015719,C07553,7/28/2025,Billing,Low,Closed,8/1/2025,102,3,F. Brown
T0015720,C11046,6/4/2025,Account Access,Low,Closed,6/5/2025,24,5,C. Nguyen
T0015721,C05304,6/5/2026,  Plan Change  ,Medium,Resolved,"Jun 06, 2026",45,4,H. Martinez
T0015722,C00855,2/20/2026,Cancellation,Medium,Resolved,2/21/2026,45,4,G. Lee
T0015723,C17455,6/1/2026,Service Quality,Medium,Resolved,6/1/2026,12,3,E. Wilson
T0015724,C09689,"Jun 26, 2026",Service Quality,Medium,Closed,6/29/2026,90,1,E. Wilson
T0015725,C00975,"Apr 08, 2026",Service Quality,Medium,Closed,4/9/2026,24,4, E. Wilson 
T0015726, C08314 ,"Jul 17, 2025",Service Quality,Medium,Open,,,,B. Patel
T0015727,C12554,1/27/2025,Plan Change,Medium,Open,,,2,G. Lee	
T0015728,C04182,"Nov 21, 2025",Billing,High,Resolved,"Nov 21, 2025",17,3,F. Brown
T0015729,C08346,5/21/2026,Billing,Medium,Closed,5/23/2026,51,4,G. Lee
T0015730,C04561,"Aug 09, 2025",Plan Change,Low,OPEN,,,1,D. Garcia
T0015731,C08943,"Sep 12, 2025",Plan Change,Medium,Closed,9/12/2025,3,3,H. Martinez
T0015732,C01708,"Jul 24, 2025",Billing,Low,closed,7/26/2025,49,3,D. Garcia
T0015733,C09224,"Feb 16, 2025",Technical,High,Resolved,2/17/2025,37,5,F. Brown
T0015734,C13416,12/3/2025,Plan Change ,Low,Closed,"Dec 04, 2025",32,,B. Patel
T0015735,C15223,5/12/2025,Service Quality,High,Closed,"May 12, 2025",18,5,C. Nguyen
T0015736,C07491,5/18/2025,Service Quality,Medium,Open,,,1,E. Wilson
T0015737,C09964,5/13/2025,Account Access,High,Resolved,5/14/2025,27,5,A. Chen
T0015738,C09278,5/10/2026,Billing,Low,Closed,5/12/2026,58,4,E. Wilson
T0015739,C08428,12/12/2025,Cancellation,Low,Resolved,12/13/2025,36,4,C. Nguyen
T0015740,C11077,4/20/2025,Account Access,Low,Closed,4/21/2025,44,,H. Martinez
T0015741,C14833,11/13/2025,Service Quality,Medium,Resolved,"Nov 13, 2025",10,4,D. Garcia
T0015742,C16100,"Sep 19, 2025",Account Access,Low,Closed,9/21/2025,51,1,G. Lee
T0015743,C06899,12/15/2025,Billing,Medium,Resolved,12/15/2025,23,5,G. Lee
T0015744,C09419,5/30/2026,Plan Change,High,Resolved,"May 30, 2026",14,2,C. Nguyen
T0015745,C10728,2/23/2025,Service Quality,Low,Resolved,2/26/2025,93,,D. Garcia
T0015746, C07897 ,3/13/2025,Account Access,Urgent,Closed,3/13/2025,13,5,B. Patel
T0015747,C05284,3/18/2026,Technical,Medium,Closed,3/28/2026,240,,D. Garcia
T0015748,C13483,8/25/2025,Technical,Urgent,Closed,8/26/2025,25,3,H. Martinez
T0015749,C05509,4/26/2026,Account Access,Medium,Open,,,1,E. Wilson
T0015750,C08573,"Mar 18, 2025",Billing,Medium,Resolved,3/18/2025,13,5,D. Garcia
T0015751,C13012,"Apr 29, 2026",Service Quality,Low,Open,,,,F. Brown
T0015752,C02594,1/14/2025,Service Quality,Low,Open,,,1, D. Garcia 
T0015753,C01014,9/27/2025,Account Access,Urgent,Resolved,9/27/2025,4,,A. Chen
T0015754,C06356,4/15/2026,Technical,Low,  Open  ,,, 2 ,D. Garcia
T0015755,C12795,8/1/2025,Plan Change,HIGH,Closed,8/2/2025,29,5,H. Martinez
T0015756,C02617,10/4/2025,technical,Low,Resolved,10/10/2025,151,4,D. Garcia
T0015757,C17568,12/2/2025,Billing,Medium,Resolved,12/5/2025,83,4,C. Nguyen
T0015758,C12923 ,4/2/2026,billing,High,Open,,,1,C. Nguyen
T0015759,C08194,6/24/2025,Service Quality,Low,Resolved,6/26/2025,54,1,C. Nguyen
T0015760,C08168,5/5/2025,Service Quality,Medium,Resolved,5/9/2025,99,3,G. Lee
T0015761,C00371,"Jan 25, 2025",Service Quality,Medium,Resolved,"Jan 26, 2025",33 hrs,4,H. Martinez
T0015762,C07681,1/21/2026,Service Quality,Medium,Closed,1/21/2026,23,5,B. Patel
T0015763,C04712,4/2/2026,TECHNICAL,Low,Closed,"Apr 08, 2026",161,4,E. Wilson
T0015764,C07691,4/3/2025,Cancellation,Medium,Closed,"Apr 03, 2025",15,3,B. Patel
T0015765,C03673,1/11/2026,Billing,High,Open,,,,D. Garcia
T0015766,C14436,"Feb 22, 2025",Service Quality,High,Closed,2/23/2025,26,4,E. Wilson
T0015767,C15923,"Feb 13, 2025",Technical,Low,Closed,"Feb 14, 2025",29,5,C. Nguyen
T0015768,C14336,3/5/2026,Billing,Low,Closed,"Mar 06, 2026",37,4,F. Brown
T0015769,C10397,3/1/2026,Plan Change,High,Closed,3/1/2026,15,3,H. Martinez
T0015770,C08293,1/26/2026,Plan Change,Low,Closed,"Jan 27, 2026",31,5,H. Martinez
T0015771,C00949,5/2/2025,Cancellation,High,Closed,5/2/2025,18,3,B. Patel
T0015772,C10599,5/4/2026,Technical,Medium,Closed,5/6/2026,50,4,A. Chen
T0015773,C11795,"Apr 03, 2025",Plan Change,Urgent,Resolved,4/3/2025,6,4,G. Lee
T0015774,C14484,4/6/2025,technical,Low,Closed,4/6/2025,7, 5 ,A. Chen
T0015775,C10890,5/25/2025,Cancellation,Low,Resolved,"Jun 03, 2025",220,2,H. Martinez
T0015776,C16130,5/24/2026,Technical,Low,Resolved,5/25/2026,42,,C. Nguyen
T0015777,C02357,9/14/2025,Service Quality,Medium,Open,,,2,F. Brown
T0015778,C11310,5/3/2025,Technical,Medium,Resolved,"May 10, 2025",170,5, E. Wilson 
T0015779,C03524,"Jul 04, 2025",Technical,Medium,Resolved,7/6/2025,51,5,C. Nguyen
T0015780,C04964,"Oct 28, 2025",Billing,Medium,Resolved,10/31/2025,76 hrs,3,G. Lee
T0015781,C16428,5/13/2025,Technical,Urgent,Resolved,5/14/2025,38,5,E. Wilson
T0015782,C06784,6/17/2026,Billing,Low, Closed,6/19/2026,54,6,B. Patel
T0015783,C03822,5/24/2026,Billing,Medium,Closed,5/24/2026,6 hrs,,C. Nguyen
T0015784,C13640,6/14/2025,Service Quality,Urgent,Closed,6/14/2025, 9 ,5,E. Wilson
T0015785,C03861,"Jun 12, 2025",Technical,Medium,Resolved,6/13/2025,31,2,D. Garcia
T0015786,C01704,9/19/2025,Technical,Medium,Closed,9/19/2025,19,, A. Chen 
T0015787,C11994,4/17/2026,Billing,Urgent,Resolved,4/18/2026,36,4,A. Chen
T0015788,C03726,3/24/2025,Cancellation,Low,Resolved,3/25/2025,29,1, G. Lee 
T0015789,C14851,1/27/2025,Technical,Medium,Closed,1/29/2025,56,5,C. Nguyen
T0015790,C12190,6/19/2025,Technical,Medium,Open,,,,F. Brown
T0015791,C16311,6/19/2026,Account Access,Medium,Closed,"Jun 20, 2026",42,4,B. Patel
T0015792,C03355,12/4/2025,Cancellation,Medium,Closed,12/4/2025,3,4,F. Brown
T0015793,C04776,6/27/2026,Service Quality,High,Resolved,"Jun 27, 2026",10,5,F. Brown
T0015794,C04458,"Jun 27, 2026",Account Access,Low,Closed,6/29/2026,52,4,B. Patel
T0015795,C12565,9/25/2025,Technical,High,Closed,9/28/2025,75,1,D. Garcia
T0015796,C13391,6/22/2025,Technical,Medium,Closed,6/24/2025,48,5,D. Garcia
T0015797,C02395 ,3/9/2026,Account Access,Medium,Resolved,"Mar 09, 2026",15,5,F. Brown
T0015798,C07663,3/11/2025,plan change,Urgent,CLOSED,3/11/2025,10,5,E. Wilson
T0015799,C02252,3/4/2025,CANCELLATION,Medium,Resolved,3/6/2025,61,4,H. Martinez
T0015800,C13798,6/6/2025,Billing,High,Closed,6/8/2025,49,3,H. Martinez
T0015801,C10455,2/10/2026,Plan Change,Medium,Resolved,2/10/2026,19,,G. Lee
T0015802,C08665,"Apr 13, 2026",Service Quality,Low,Closed,"Apr 15, 2026",51,2,B. Patel
T0015803,C15978,8/16/2025,Billing,High,Resolved,8/16/2025,21,5,F. Brown
T0015804,C09468,5/16/2026,Technical,High,Closed,5/19/2026,83,5,E. Wilson
T0015805,C05123,9/20/2025,Cancellation,Medium,Closed,9/20/2025,13,,A. Chen
T0015806,C08844,7/10/2025,Technical, Medium,Resolved,7/10/2025,7,4,H. Martinez
T0015807,C03949,"Apr 21, 2026",Account Access,Urgent,Resolved,4/21/2026,11,5,E. Wilson
T0015808,C00133,12/25/2025,Technical, Medium,Resolved,12/26/2025,30,4,D. Garcia
T0015809,C02263,6/28/2026,Technical,High,Resolved,"Jul 02, 2026",118,4,G. Lee
T0015810,C07341,"Sep 09, 2025",Billing,Medium,Closed,9/10/2025,25,4,F. Brown
T0015811,C07404,4/18/2025,Technical,High,Resolved,"Apr 18, 2025",11,5,F. Brown
T0015812,C13429,10/1/2025,Billing,Low,Resolved,"Oct 02, 2025",26, 2 ,F. Brown
T0015813,C01676,10/25/2025,Service Quality,Low,Closed,10/31/2025,157,2,A. Chen
T0015814,C16903,3/5/2025,Technical,High,Closed,3/5/2025,16,4,A. Chen
